gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EPI	Mes	TE	emVE	exVE
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC06525B099	0.0	0.147	0.031	0.016	0.001
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC095A2C115	0.01	0.012	0.349	0.016	0.013
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.881	9.004	0.456	1.763	2.013
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.053	0.063	0.047	0.018	0.02
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.0	0.0	0.0	0.003	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.881	9.004	0.456	1.763	2.013
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	0.158	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.01	0.012	0.349	0.016	0.013
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.0	0.015	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.881	9.004	0.456	1.763	2.013
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.0	0.147	0.031	0.016	0.001
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.881	9.004	0.456	1.763	2.013
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.881	9.004	0.456	1.763	2.013
VTN	P04004	False	VTNC_HUMAN		CPI-SC067AD890A	0.0	0.0	0.0	0.021	0.003
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.881	9.004	0.456	1.763	2.013
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.29	0.259	0.411	1.012	0.68
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.29	0.259	0.411	1.012	0.68
SPP1	P10451	False	OSTP_HUMAN		CPI-SC01AB9BED7	0.158	0.0	0.0	0.0	0.0
IFNK	Q9P0W0	False	IFNK_HUMAN		CPI-SC0D089F0A9	0.0	0.0	0.0	0.004	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC033E22B14	0.015	0.03	0.048	0.019	0.072
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC098C06330	0.078	0.741	0.059	0.11	0.07
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC03DD946B2	0.02	0.04	0.0	0.063	0.007
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0984894BC	0.078	0.741	0.059	0.11	0.07
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC032246C72	0.02	0.04	0.0	0.063	0.007
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC0E5218AA4	0.053	0.065	0.051	0.139	0.296
PSPN	O60542	False	PSPN_HUMAN		CPI-SC0BD56F4CB	0.0	0.0	0.015	0.006	0.001
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	1.576	1.915	1.778	2.004	1.798
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	1.576	1.915	1.778	2.004	1.798
ITGA9	Q13797	True	ITA9_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.0	0.123	0.04	0.051	0.013
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC090855C8E	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0B9199C7F	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0EC380922	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0530C27A8	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0755598EE	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC044E3F9B6	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0988E0218	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC0E2D0DC4B	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC00756BB93	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC02E74AFA5	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC06525B099	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb3 complex	CPI-SC095A2C115	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb1 complex	CPI-SC096929DB0	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb1 complex	CPI-SC067AD890A	0.207	0.25	0.478	0.332	0.334
ITGAV	P06756	True	ITAV_HUMAN	aVb5 complex	CPI-SC0847A64D2	0.207	0.25	0.478	0.332	0.334
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC090855C8E	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0B9199C7F	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0EC380922	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0530C27A8	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0755598EE	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC044E3F9B6	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0988E0218	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0E2D0DC4B	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC00756BB93	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC02E74AFA5	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC06525B099	0.0	0.005	0.04	0.0	0.004
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC095A2C115	0.0	0.005	0.04	0.0	0.004
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.0	0.002	0.018	0.013	0.006
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.0	0.002	0.018	0.013	0.006
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-SC033E22B14	0.069	0.905	0.042	0.151	0.825
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-SC033E22B14	0.014	0.14	0.038	0.011	0.0
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.197	0.205	0.231	0.254	0.297
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.036	0.151	0.078	0.127	0.055
ITGA8	P53708	True	ITA8_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.013	0.065	0.0	0.001	0.003
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC06364D669	0.022	0.0	0.0	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.022	0.0	0.0	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.022	0.0	0.0	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.022	0.0	0.0	0.0	0.0
ITGB5	P18084	True	ITB5_HUMAN	aVb5 complex	CPI-SC0847A64D2	0.391	0.343	0.46	0.06	0.049
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.218	0.644	0.382	0.739	0.61
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.218	0.644	0.382	0.739	0.61
ITGB4	P16144	True	ITB4_HUMAN	a6b4 complex	CPI-SC0E5218AA4	0.0	0.012	0.06	0.009	0.014
ITGA6	P23229	True	ITA6_HUMAN	a6b4 complex	CPI-SC0E5218AA4	0.689	0.257	0.285	0.112	0.095
ITGA6	P23229	True	ITA6_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.689	0.257	0.285	0.112	0.095
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.287	0.43	0.195	0.624	0.514
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.287	0.43	0.195	0.624	0.514
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.015	0.018	0.037	0.038	0.014
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.015	0.018	0.037	0.038	0.014
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.015	0.018	0.037	0.038	0.014
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.015	0.018	0.037	0.038	0.014
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.218	0.034	0.212	0.026	0.044
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.218	0.034	0.212	0.026	0.044
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.218	0.034	0.212	0.026	0.044
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.168	0.147	0.066	0.15	0.244
ITGA7	Q13683	True	ITA7_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.0	0.0	0.41	0.005	0.009
RET	P07949	True	RET_HUMAN	RET receptor 4	CPI-SC0BD56F4CB	0.0	0.007	0.061	0.0	0.0
GFRA4	Q9GZZ7	True	GFRA4_HUMAN	RET receptor 4	CPI-SC0BD56F4CB	0.016	0.0	0.096	0.004	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08CC8F9D3	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS046B3C139	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0288D901D	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS05EAF93CC	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08109C435	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0D35E69F6	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0C99F8D96	0.042	0.438	0.095	0.044	0.164
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08A853007	0.042	0.438	0.095	0.044	0.164
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0AEE2FB22	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0CE2A204A	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0860DA460	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS090FFEDFE	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0484364A2	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0C091F24B	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS017A50010	0.0	0.0	0.06	0.011	0.003
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03DF8BD36	0.0	0.0	0.06	0.011	0.003
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0E4E75E3B	0.045	0.573	0.019	1.314	0.443
BMP2	P12643	False	BMP2_HUMAN		CPI-CS028ACED72	0.045	0.573	0.019	1.314	0.443
BMP2	P12643	False	BMP2_HUMAN		CPI-CS075442484	0.045	0.573	0.019	1.314	0.443
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0BE59B43E	0.045	0.573	0.019	1.314	0.443
BMP2	P12643	False	BMP2_HUMAN		CPI-CS058910188	0.045	0.573	0.019	1.314	0.443
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0E54FF657	0.044	0.423	1.899	0.033	0.078
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0107C51C6	0.044	0.423	1.899	0.033	0.078
BMP4	P12644	False	BMP4_HUMAN		CPI-CS012D15A88	0.044	0.423	1.899	0.033	0.078
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0BCDC40FC	0.044	0.423	1.899	0.033	0.078
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0E997FABD	0.044	0.423	1.899	0.033	0.078
BMPR1A	P36894	False	BMR1A_HUMAN		CPI-CS0569B9B91	0.903	1.005	0.846	0.778	0.881
GDF10	P55107	False	GDF10_HUMAN		CPI-CS06C0EEFCB	0.0	0.034	0.0	0.0	0.0
GDF3	Q9NR23	False	GDF3_HUMAN		CPI-CS0B2F2EF5D	0.147	0.025	0.0	0.031	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-CS067298D94	0.039	0.251	0.145	0.51	0.806
PGF	P49763	False	PLGF_HUMAN		CPI-CS073D36B1D	0.0	0.012	0.025	0.002	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS077F1340A	0.587	0.542	0.284	0.433	0.556
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.0	0.0	0.043	0.007	0.007
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS040AEB4A0	0.255	0.124	0.004	1.03	0.136
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-CS0BAF97962	0.015	0.015	0.0	0.035	0.01
SEMA6D	Q8NFY4	False	SEM6D_HUMAN		CPI-CS0C57A3081	0.025	0.432	0.009	0.141	0.013
