id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	EPI|EPI	EPI|Mes	EPI|TE	EPI|emVE	EPI|exVE	Mes|EPI	Mes|Mes	Mes|TE	Mes|emVE	Mes|exVE	TE|EPI	TE|Mes	TE|TE	TE|emVE	TE|exVE	emVE|EPI	emVE|Mes	emVE|TE	emVE|emVE	emVE|exVE	exVE|EPI	exVE|Mes	exVE|TE	exVE|emVE	exVE|exVE
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.261	0.254	0.071	0.263	0.078	0.22	0.214	0.031	0.223	0.038	0.199	0.192	0.009	0.201	0.017	0.196	0.19	0.007	0.199	0.014	0.193	0.186	0.004	0.196	0.011
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.567	0.561	0.378	0.57	0.385	0.32	0.314	0.131	0.323	0.138	0.325	0.318	0.135	0.327	0.142	0.292	0.285	0.102	0.294	0.109	0.295	0.288	0.106	0.298	0.113
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.356	0.349	0.166	0.358	0.173	0.312	0.306	0.123	0.315	0.13	0.306	0.299	0.117	0.309	0.124	0.387	0.38	0.198	0.39	0.205	0.337	0.331	0.148	0.34	0.155
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.198	0.183	0.267	0.205	0.148	0.316	0.301	0.386	0.323	0.267	0.481	0.465	0.55	0.487	0.431	0.113	0.098	0.183	0.12	0.064	0.181	0.165	0.25	0.188	0.131
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.171	0.136	0.123	0.158	0.165	0.289	0.254	0.242	0.277	0.284	0.454	0.419	0.406	0.441	0.448	0.086	0.051	0.038	0.074	0.081	0.154	0.119	0.106	0.141	0.148
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	0.44	0.9	0.841	0.45	0.415	0.193	0.653	0.594	0.203	0.168	0.197	0.658	0.599	0.207	0.173	0.164	0.625	0.565	0.174	0.14	0.167	0.628	0.569	0.177	0.143
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	0.228	0.689	0.629	0.238	0.204	0.185	0.645	0.586	0.195	0.16	0.179	0.639	0.58	0.188	0.154	0.259	0.72	0.661	0.269	0.235	0.21	0.67	0.611	0.22	0.185
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.6	0.696	0.957	0.743	0.576	0.353	0.45	0.711	0.496	0.33	0.357	0.454	0.715	0.5	0.334	0.324	0.421	0.682	0.467	0.301	0.328	0.424	0.685	0.47	0.304
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.388	0.485	0.746	0.531	0.365	0.345	0.442	0.703	0.488	0.321	0.339	0.435	0.696	0.481	0.315	0.42	0.516	0.777	0.562	0.396	0.37	0.467	0.727	0.513	0.346
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.013	0.011	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	0.0	4.405	0.0	0.0	4.373	0.0	8.756	0.0	0.0	8.724	0.0	3.597	0.0	0.0	3.565	0.0	49.549	0.0	0.0	49.517	0.0	49.999	0.0	0.0	49.967
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	4.548	4.417	4.481	4.493	4.536	8.899	8.767	8.832	8.844	8.886	3.74	3.609	3.673	3.685	3.728	49.692	49.56	49.625	49.637	49.679	50.142	50.011	50.075	50.087	50.13
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.016	0.017	0.0	0.0	0.0	0.023	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.009	0.0	0.0	0.0	0.016	0.017
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	I2D	False	0.0	0.044	0.034	0.038	0.043	0.0	0.048	0.038	0.042	0.047	0.0	0.032	0.021	0.026	0.03	0.0	0.118	0.108	0.112	0.117	0.0	0.19	0.18	0.184	0.189
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.212	0.232	0.481	1.041	0.926	0.216	0.236	0.485	1.045	0.93	0.2	0.22	0.469	1.028	0.914	0.286	0.306	0.555	1.115	1.0	0.358	0.378	0.627	1.187	1.072
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	0.112	0.246	0.046	0.138	0.068	0.217	0.352	0.152	0.244	0.173	0.164	0.299	0.099	0.191	0.12	0.347	0.482	0.281	0.374	0.303	0.495	0.629	0.429	0.521	0.451
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.088	0.048	0.026	0.024	0.02	0.194	0.153	0.132	0.129	0.126	0.141	0.1	0.079	0.076	0.073	0.323	0.283	0.261	0.259	0.256	0.471	0.431	0.409	0.407	0.403
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	VEGFA	GRIN2B	True	False	True	I2D	False	0.115	0.022	0.0	0.02	0.0	0.22	0.128	0.0	0.126	0.0	0.167	0.075	0.0	0.073	0.0	0.35	0.257	0.0	0.256	0.0	0.498	0.405	0.0	0.403	0.0
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	curated	False	0.0	0.408	0.039	0.095	0.049	0.0	0.399	0.03	0.086	0.04	0.0	0.399	0.03	0.086	0.04	0.0	0.438	0.068	0.125	0.079	0.0	0.421	0.052	0.108	0.062
CPI-SS070C51D94	FZD7_WNT3	simple:O75084	simple:P56703	FZD7	WNT3	True	True	False	curated	False	0.574	0.798	0.466	0.676	0.568	0.677	0.901	0.569	0.779	0.671	0.286	0.51	0.178	0.388	0.28	0.3	0.524	0.192	0.402	0.294	0.21	0.434	0.102	0.312	0.204
CPI-SS0F102AAC5	LGR5_RSPO1	simple:O75473	simple:Q2MKA7	LGR5	RSPO1	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.042	0.037	0.037	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.031	0.026	0.026	0.012	0.0	0.014	0.01	0.009
CPI-SS0DCA749B0	LGR5_RSPO3	simple:O75473	simple:Q9BXY4	LGR5	RSPO3	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.13	0.833	0.055	0.647	0.079	0.0	0.0	0.0	0.0	0.0	0.118	0.822	0.044	0.635	0.068	0.102	0.805	0.027	0.619	0.052
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	LGR4	RSPO3	True	True	False	guidetopharmacology.org	False	0.322	1.026	0.248	0.839	0.272	0.211	0.914	0.136	0.728	0.161	0.196	0.899	0.121	0.713	0.146	0.278	0.982	0.204	0.795	0.228	0.215	0.919	0.141	0.732	0.165
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.634	0.515	0.647	0.725	0.737	0.667	0.548	0.68	0.758	0.77	0.615	0.496	0.629	0.706	0.718	0.664	0.544	0.677	0.755	0.766	0.632	0.513	0.646	0.723	0.735
CPI-SS04FB6F38D	PROK1_PROKR1	simple:P58294	simple:Q8TCW9	PROK1	PROKR1	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.004	0.0	0.014	0.003
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.17	0.172	0.0	0.0	0.0	0.198	0.201	0.0	0.0	0.0	0.198	0.2	0.0	0.0	0.0	0.056	0.058	0.0	0.0	0.0	0.085	0.087
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	0.0	0.035	0.0	0.03	0.03	0.0	0.035	0.0	0.03	0.03	0.0	0.031	0.0	0.027	0.026	0.0	0.007	0.0	0.003	0.002	0.0	0.008	0.0	0.003	0.003
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	0.18	0.105	0.073	0.097	0.1	0.194	0.119	0.087	0.111	0.114	0.229	0.154	0.122	0.146	0.149	0.232	0.156	0.124	0.148	0.152	0.319	0.244	0.212	0.236	0.239
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	0.0	0.012	0.053	0.015	0.008	0.0	0.037	0.078	0.04	0.034	0.0	0.088	0.128	0.09	0.084	0.0	0.334	0.375	0.337	0.33	0.0	0.129	0.17	0.132	0.125
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	PDGFRB	PDGFD	True	True	False	curated	False	0.015	0.015	0.0	0.025	0.012	0.077	0.077	0.0	0.087	0.075	0.026	0.027	0.0	0.036	0.024	0.013	0.013	0.0	0.023	0.01	0.0	0.0	0.0	0.0	0.0
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004
CPI-SS08719F19E	APELA_APLNR	simple:P0DMC3	simple:P35414	APELA	APLNR	True	False	True	guidetopharmacology.org	False	0.302	0.632	0.31	0.311	0.299	0.053	0.384	0.061	0.063	0.05	0.032	0.363	0.04	0.042	0.029	0.077	0.408	0.085	0.087	0.074	0.025	0.356	0.033	0.035	0.022
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	SELP	CD34	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.012	0.0	0.0	0.0	0.008	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02B7540B0	SELP_SELPLG	simple:P16109	simple:Q14242	SELP	SELPLG	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.011	0.016	0.012	0.0	0.0	0.008	0.014	0.0	0.0	0.0	0.0	0.0
CPI-SS08E6EA18C	NPR1_NPPB	simple:P16066	simple:P16860	NPR1	NPPB	True	True	False	guidetopharmacology.org	False	0.05	0.0	0.058	0.0	0.037	0.094	0.0	0.101	0.0	0.081	0.127	0.0	0.135	0.0	0.114	0.16	0.0	0.168	0.0	0.147	0.143	0.0	0.151	0.0	0.13
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	0.015	0.018	0.0	0.012	0.011	0.019	0.022	0.0	0.017	0.015	0.019	0.023	0.0	0.017	0.016	0.01	0.013	0.0	0.008	0.006	0.0	0.0	0.0	0.0	0.0
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	PDGFRA	PDGFC	True	True	False	curated	False	0.067	0.0	0.0	0.037	0.036	0.485	0.0	0.0	0.455	0.454	0.054	0.0	0.0	0.024	0.022	0.108	0.0	0.0	0.078	0.077	0.445	0.0	0.0	0.415	0.414
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	FLT4	PDGFC	True	True	False	guidetopharmacology.org	False	0.046	0.0	0.0	0.016	0.015	0.041	0.0	0.0	0.011	0.01	0.038	0.0	0.0	0.008	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	FLT4	VEGFC	True	True	False	curated	False	0.0	0.026	0.0	0.0	0.015	0.0	0.021	0.0	0.0	0.009	0.0	0.018	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	KDR	VEGFC	True	True	False	curated	False	0.0	0.038	0.0	0.0	0.026	0.0	1.305	0.0	0.0	1.294	0.0	0.094	0.0	0.0	0.083	0.0	0.023	0.0	0.0	0.011	0.0	0.024	0.0	0.0	0.013
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.045	0.06	0.078	0.109	0.244	0.039	0.054	0.072	0.104	0.238	0.034	0.05	0.067	0.099	0.233	0.043	0.058	0.076	0.107	0.242
CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	CXCR2	CXCL5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0
CPI-SS0D53B88CC	ACVR2A_INHBC	simple:P27037	simple:P55103	ACVR2A	INHBC	True	True	False	curated	False	0.0	0.064	0.0	0.09	0.081	0.0	0.161	0.0	0.188	0.178	0.0	0.086	0.0	0.113	0.103	0.0	0.086	0.0	0.112	0.103	0.0	0.084	0.0	0.11	0.101
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ACVR2A	INHBE	True	True	False	curated	False	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.077	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	True	False	False	curated	False	0.038	0.035	0.0	0.02	0.016	0.032	0.029	0.0	0.014	0.01	0.0	0.0	0.0	0.0	0.0	0.041	0.038	0.0	0.023	0.019	0.028	0.025	0.0	0.011	0.006
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	TYRO3	GAS6	True	True	False	guidetopharmacology.org	False	0.199	0.228	0.207	0.272	0.19	0.124	0.152	0.131	0.197	0.114	0.092	0.12	0.099	0.165	0.082	0.116	0.145	0.124	0.189	0.106	0.119	0.148	0.127	0.192	0.11
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	True	True	False	guidetopharmacology.org	False	0.05	0.078	0.057	0.123	0.04	0.048	0.076	0.055	0.121	0.038	0.047	0.075	0.054	0.12	0.037	0.098	0.126	0.105	0.171	0.088	0.089	0.117	0.096	0.162	0.079
CPI-SS0B27088B4	CALCR_ADM	simple:P30988	simple:P35318	CALCR	ADM	True	True	False	guidetopharmacology.org	False	0.023	0.008	0.013	0.009	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.011	0.016	0.012	0.014	0.016	0.002	0.006	0.002	0.004
CPI-SS032CFAE42	CALCR_ADM2	simple:P30988	simple:Q7Z4H4	CALCR	ADM2	True	True	False	guidetopharmacology.org	False	0.043	0.046	0.01	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.049	0.013	0.0	0.012	0.037	0.04	0.003	0.0	0.002
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	BMP8B	PLAUR	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.017	0.018	0.186	0.02	0.018	0.37	0.371	0.54	0.373	0.372	0.009	0.01	0.178	0.012	0.01	0.008	0.009	0.177	0.011	0.009
CPI-SS0A91954A0	RYK_WNT3A	simple:P34925	simple:P56704	RYK	WNT3A	True	True	False	I2D	False	0.604	0.591	0.0	0.586	0.0	0.638	0.625	0.0	0.62	0.0	0.605	0.593	0.0	0.588	0.0	0.642	0.629	0.0	0.624	0.0	0.718	0.705	0.0	0.7	0.0
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	APLNR	APLN	True	True	False	guidetopharmacology.org	False	0.296	0.27	0.062	0.129	0.909	0.626	0.6	0.393	0.459	1.24	0.304	0.278	0.07	0.137	0.917	0.305	0.279	0.072	0.138	0.919	0.293	0.267	0.059	0.126	0.906
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	True	False	curated	False	0.0	0.042	0.05	0.0	0.037	0.0	0.157	0.165	0.0	0.152	0.0	0.148	0.157	0.0	0.144	0.0	0.224	0.232	0.0	0.219	0.0	0.41	0.419	0.0	0.405
CPI-SS04BE14432	INHBC_ACVR2B	simple:P55103	simple:Q13705	INHBC	ACVR2B	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.608	0.498	0.35	0.112	0.124	0.0	0.0	0.0	0.0	0.0	0.635	0.524	0.376	0.138	0.15	0.625	0.515	0.367	0.129	0.141
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	INHBE	ACVR2B	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.601	0.49	0.343	0.105	0.117	0.0	0.0	0.0	0.0	0.0
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	0.293	0.347	0.459	0.74	0.96	0.263	0.317	0.429	0.71	0.93	0.343	0.397	0.509	0.79	1.009	0.494	0.548	0.659	0.94	1.16	0.425	0.479	0.591	0.872	1.092
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	GPR19	ENHO	True	True	False	guidetopharmacology.org	False	0.134	0.085	0.091	0.1	0.075	0.136	0.087	0.093	0.102	0.077	0.085	0.036	0.042	0.052	0.026	0.098	0.048	0.054	0.064	0.038	0.091	0.041	0.047	0.057	0.031
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	EDA	EDA2R	True	False	True	guidetopharmacology.org	False	0.019	0.0	0.011	0.006	0.008	0.041	0.0	0.033	0.028	0.03	0.022	0.0	0.014	0.009	0.011	0.195	0.0	0.187	0.182	0.184	0.082	0.0	0.074	0.069	0.071
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	0.016	0.011	0.014	0.009	0.021	0.011	0.005	0.008	0.003	0.016	0.014	0.008	0.011	0.006	0.019	0.009	0.003	0.006	0.001	0.014	0.021	0.016	0.019	0.014	0.026
CPI-SC0DA298BEC	COL2A1_a10b1 complex	simple:P02458	complex:a10b1 complex	COL2A1		True	False	False	curated	True	0.0	0.005	0.013	0.011	0.007	0.0	0.013	0.02	0.018	0.015	0.0	0.004	0.012	0.01	0.006	0.0	0.056	0.064	0.061	0.058	0.0	0.007	0.015	0.013	0.009
CPI-SC0B6F1A278	COL4A1_a10b1 complex	simple:P02462	complex:a10b1 complex	COL4A1		True	False	False	curated	True	0.0	0.306	0.313	0.311	0.308	0.0	0.731	0.738	0.736	0.733	0.0	0.183	0.191	0.188	0.185	0.0	2.273	2.281	2.279	2.275	0.0	2.564	2.572	2.57	2.566
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	FN1		True	False	False	curated	True	0.0	0.442	0.449	0.447	0.444	0.0	4.503	4.511	4.509	4.505	0.0	0.229	0.237	0.235	0.231	0.0	0.883	0.891	0.888	0.885	0.0	1.008	1.015	1.013	1.01
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	COL5A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.039	0.037	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.012	0.01	0.007	0.0	0.0	0.0	0.0	0.0
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	COL1A2		True	False	False	curated	True	0.0	0.039	0.047	0.045	0.041	0.0	0.028	0.036	0.034	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.029	0.026	0.023	0.0	0.003	0.011	0.008	0.005
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	COL4A2		True	False	False	curated	True	0.0	0.129	0.136	0.134	0.131	0.0	0.283	0.291	0.288	0.285	0.0	0.121	0.129	0.126	0.123	0.0	0.816	0.824	0.822	0.818	0.0	1.011	1.019	1.016	1.013
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	COL11A1		True	False	False	curated	True	0.0	0.023	0.03	0.028	0.025	0.0	0.017	0.024	0.022	0.019	0.0	0.004	0.012	0.01	0.006	0.0	0.004	0.012	0.01	0.006	0.0	0.003	0.01	0.008	0.005
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	COL6A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.016	0.014	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D6C777F2	COL11A2_a10b1 complex	simple:P13942	complex:a10b1 complex	COL11A2		True	False	False	curated	True	0.0	0.01	0.018	0.016	0.012	0.0	0.013	0.021	0.019	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.014	0.012	0.008	0.0	0.002	0.009	0.007	0.004
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	COL9A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.03	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	COL5A1		True	False	False	curated	True	0.0	0.012	0.02	0.018	0.014	0.0	0.022	0.03	0.027	0.024	0.0	0.011	0.019	0.017	0.013	0.0	0.029	0.037	0.034	0.031	0.0	0.03	0.037	0.035	0.032
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	COL4A5		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.019	0.017	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.008	0.005	0.0	0.003	0.01	0.008	0.005
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	COL18A1		True	False	False	curated	True	0.0	0.727	0.735	0.733	0.729	0.0	0.188	0.196	0.193	0.19	0.0	0.166	0.173	0.171	0.168	0.0	0.444	0.451	0.449	0.446	0.0	0.351	0.358	0.356	0.353
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	COL4A4		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.012	0.009	0.006	0.0	0.0	0.0	0.0	0.0
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	COL7A1		True	False	False	curated	True	0.0	0.008	0.016	0.014	0.01	0.0	0.004	0.011	0.009	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.013	0.011	0.007
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	COL14A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.024	0.022	0.019	0.0	0.007	0.014	0.012	0.009	0.0	0.044	0.052	0.05	0.046	0.0	0.005	0.012	0.01	0.007
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	COL16A1		True	False	False	curated	True	0.0	0.01	0.017	0.015	0.012	0.0	0.003	0.011	0.009	0.005	0.0	0.008	0.016	0.013	0.01	0.0	0.014	0.022	0.019	0.016	0.0	0.005	0.013	0.011	0.007
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.016	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.008	0.005
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	COL9A3		True	False	False	curated	True	0.0	0.044	0.051	0.049	0.046	0.0	0.024	0.031	0.029	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.02	0.018	0.015	0.0	0.002	0.01	0.007	0.004
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	0.0	0.069	0.077	0.074	0.071	0.0	0.005	0.012	0.01	0.007	0.0	0.025	0.033	0.03	0.027	0.0	0.004	0.012	0.009	0.006	0.0	0.003	0.011	0.009	0.005
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	COL13A1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.181	0.178	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.011	0.009	0.006	0.0	0.002	0.009	0.007	0.004
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	COL27A1		True	False	False	curated	True	0.0	0.059	0.067	0.064	0.061	0.0	0.149	0.157	0.155	0.151	0.0	0.023	0.031	0.028	0.025	0.0	0.077	0.085	0.083	0.079	0.0	0.386	0.394	0.392	0.388
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	COL26A1		True	False	False	curated	True	0.0	0.011	0.019	0.017	0.013	0.0	0.01	0.018	0.016	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
